28.11.2025	ICE 705	10:09	10:24	12:22	12:48	13:32	14:15
		Berlin Gesundbrunnen	Berlin Hbf	Bitterfeld	Leipzig Hbf	Erfurt Hbf	Bamberg
10:09	Berlin Gesundbrunnen	0	3,8	24,79	29,29	?	56,29
10:24	Berlin Hbf		0	20,99	25,49	?	52,49
12:22	Bitterfeld			0	13,49	26,99	41,99
12:48	Leipzig Hbf				0	22,49	41,99
13:32	Erfurt Hbf					0	32,99
14:15	Bamberg						0
