01.12.2025	ICE 704	17:42	18:28	19:16	19:35	21:21	21:26
		Bamberg	Erfurt Hbf	Leipzig Hbf	Bitterfeld	Berlin Hbf	Berlin Gesundbrunnen
17:42	Bamberg	0	29,1	41,99	44,99	52,49	56,29
18:28	Erfurt Hbf		0	23,99	26,99	41,99	45,79
19:16	Leipzig Hbf			0	13,49	25,49	29,29
19:35	Bitterfeld				0	20,99	24,79
21:21	Berlin Hbf					0	3,8
21:26	Berlin Gesundbrunnen						0
